Design smell,Namespace,Class,File,Cause
Unnecessary Abstraction,ModernArchitectureShop.Basket.Domain,Basket,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Basket\ModernArchitectureShop.Basket.Domain\Basket.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: BasketId' Username' Items' State
Unnecessary Abstraction,ModernArchitectureShop.Basket.Domain.Events,IDomainEvent,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Basket\ModernArchitectureShop.Basket.Domain\Events\IDomainEvent.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: CreatedAt
Unutilized Abstraction,ModernArchitectureShop.Basket.Domain.Events,IDomainEventDispatcher,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Basket\ModernArchitectureShop.Basket.Domain\Events\IDomainEventDispatcher.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Broken Modularization,ModernArchitectureShop.Basket.Domain,Item,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Basket\ModernArchitectureShop.Basket.Domain\Item.cs,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields and properties are declared in this class: ItemId' StoreId' ProductId' Name' Code' Price' ImageUrl' BasketId' Basket
Cyclically-dependent Modularization,ModernArchitectureShop.Basket.Domain,Basket,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Basket\ModernArchitectureShop.Basket.Domain\Basket.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ModernArchitectureShop.Basket.Domain.Basket' ModernArchitectureShop.Basket.Domain.Item
