Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,ModernArchitectureShop.ShopUI,ModernArchitectureShop.ShopUI,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ModernArchitectureShop.ShopUI' ModernArchitectureShop.ShopUI.Services,ModernArchitectureShop.ShopUI.Startup' ModernArchitectureShop.ShopUI.Services.HttpClientServiceBase,ModernArchitectureShop.ShopUI.Startup' ModernArchitectureShop.ShopUI.Services.HttpClientServiceBase
Unstable Dependency,ModernArchitectureShop.ShopUI,ModernArchitectureShop.ShopUI.Services,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ModernArchitectureShop.ShopUI,ModernArchitectureShop.ShopUI.Services.TokenProvider,ModernArchitectureShop.ShopUI.Services.TokenProvider
Feature Concentration,ModernArchitectureShop.ShopUI,ModernArchitectureShop.ShopUI.Models,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ItemModel' ItemsModel' OrderModel' OrdersModel]' [KeyValueModel]' [ProductModel' ProductsModel' ProductStoreModel]. LCC (Lack of Component Cohesion) = 0'38,ModernArchitectureShop.ShopUI.Models.ProductModel' ModernArchitectureShop.ShopUI.Models.ProductsModel' ModernArchitectureShop.ShopUI.Models.ProductStoreModel' ModernArchitectureShop.ShopUI.Models.KeyValueModel,ModernArchitectureShop.ShopUI.Models.ItemModel' ModernArchitectureShop.ShopUI.Models.ItemsModel' ModernArchitectureShop.ShopUI.Models.KeyValueModel' ModernArchitectureShop.ShopUI.Models.OrderModel' ModernArchitectureShop.ShopUI.Models.OrdersModel' ModernArchitectureShop.ShopUI.Models.ProductModel' ModernArchitectureShop.ShopUI.Models.ProductsModel' ModernArchitectureShop.ShopUI.Models.ProductStoreModel
Feature Concentration,ModernArchitectureShop.ShopUI,ModernArchitectureShop.ShopUI.Services,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BasketHttpClientService' HttpClientServiceBase' HttpClientServiceResult<T>' IHttpClientService' OrderHttpClientService' ProductHttpClientService]' [IdentityService]. LCC (Lack of Component Cohesion) = 0'29,ModernArchitectureShop.ShopUI.Services.IdentityService,ModernArchitectureShop.ShopUI.Services.BasketHttpClientService' ModernArchitectureShop.ShopUI.Services.HttpClientServiceBase' ModernArchitectureShop.ShopUI.Services.HttpClientServiceResult<T>' ModernArchitectureShop.ShopUI.Services.IdentityService' ModernArchitectureShop.ShopUI.Services.IHttpClientService' ModernArchitectureShop.ShopUI.Services.OrderHttpClientService' ModernArchitectureShop.ShopUI.Services.ProductHttpClientService
