Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,ModernArchitectureShop.BasketApi.Controllers,ItemController,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Basket\ModernArchitectureShop.BasketApi\Controllers\ItemController.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,ModernArchitectureShop.BasketApi.Controllers,ItemsController,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\ModernArchitectureShop-master\ModernArchitectureShop-master\src\Basket\ModernArchitectureShop.BasketApi\Controllers\ItemsController.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
