Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Ambiguous Interface,ModernArchitectureShop.Store.Infrastructure,ModernArchitectureShop.Store.Infrastructure.Events,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: DomainEventDispatcher,ModernArchitectureShop.Store.Infrastructure.Events.DomainEventDispatcher,ModernArchitectureShop.Store.Infrastructure.Events.DomainEventDispatcher
Ambiguous Interface,ModernArchitectureShop.Store.Infrastructure,ModernArchitectureShop.Store.Infrastructure.UseCases.GetProductsByIds,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: GetProductsByIdsHandler,ModernArchitectureShop.Store.Infrastructure.UseCases.GetProductsByIds.GetProductsByIdsHandler,ModernArchitectureShop.Store.Infrastructure.UseCases.GetProductsByIds.GetProductsByIdsHandler
Feature Concentration,ModernArchitectureShop.Store.Infrastructure,ModernArchitectureShop.Store.Infrastructure.Persistence,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DatabaseExtensions]' [DbExtentions]' [ProductRepository' StoreDbContext' StoreRepository' SeedDataGenerator]. LCC (Lack of Component Cohesion) = 0'5,ModernArchitectureShop.Store.Infrastructure.Persistence.DatabaseExtensions' ModernArchitectureShop.Store.Infrastructure.Persistence.DbExtentions,ModernArchitectureShop.Store.Infrastructure.Persistence.DatabaseExtensions' ModernArchitectureShop.Store.Infrastructure.Persistence.DbExtentions' ModernArchitectureShop.Store.Infrastructure.Persistence.ProductRepository' ModernArchitectureShop.Store.Infrastructure.Persistence.SeedDataGenerator' ModernArchitectureShop.Store.Infrastructure.Persistence.StoreDbContext' ModernArchitectureShop.Store.Infrastructure.Persistence.StoreRepository
