Project,Namespace,Ca types,Ce types
ModernArchitectureShop.Basket.Domain,ModernArchitectureShop.Basket.Domain,ModernArchitectureShop.Basket.Application.Persistence.IBasketRepository' ModernArchitectureShop.Basket.Infrastructure.Dto.BasketMappingProfile' ModernArchitectureShop.Basket.Infrastructure.Persistence.BasketDbContext' ModernArchitectureShop.Basket.Infrastructure.Persistence.BasketRepository' ModernArchitectureShop.Basket.Infrastructure.UseCases.AddItem.AddItemHandler' ModernArchitectureShop.Basket.Infrastructure.Dapr.Publishers.Messages.ItemCreatedMessage' ModernArchitectureShop.Basket.Infrastructure.Dapr.Publishers.Messages.ItemUpdatedMessage' ModernArchitectureShop.Basket.Application.Persistence.IItemRepository' ModernArchitectureShop.Basket.Infrastructure.Dto.BasketDto' ModernArchitectureShop.Basket.Infrastructure.UseCases.UpdateItem.UpdateItemHandler' ModernArchitectureShop.Basket.Infrastructure.Dto.ItemMappingProfile' ModernArchitectureShop.Basket.Infrastructure.Persistence.ItemRepository' ModernArchitectureShop.Basket.Infrastructure.UseCases.DeleteItem.DeleteItemHandler,
ModernArchitectureShop.Basket.Domain,ModernArchitectureShop.Basket.Domain.Events,ModernArchitectureShop.Basket.Infrastructure.Dapr.Publishers.BasketItemDomainMessage,
