Implementation smell,Namespace,Class,File,Method,Description
Long Statement,BuildingAspects.Behaviors,Function,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\vehicle-tracking-microservices-master\vehicle-tracking-microservices-master\vehicle-tracking-poc\Components\BuildingAspects\Behaviors\Function.cs,defaultPolicy,The length of the statement  "                   // in case of T implementing IOptional (this type shouldn't allow null)' and instance of T is null' consider as exception" is 121.
Long Statement,BuildingAspects.Behaviors,Function,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\vehicle-tracking-microservices-master\vehicle-tracking-microservices-master\vehicle-tracking-poc\Components\BuildingAspects\Behaviors\Function.cs,defaultPolicy,The length of the statement  "                                       logInfo($"Info-Now: {DateTime.UtcNow}. System is waiting for {_waitTimeSpanInSec} seconds' then retry of {i} for {_retryCount}; Execution Id {context.ExecutionGuid}.");" is 168.
