Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Unstable Dependency,Ping,Ping.Controllers,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Ping.Controllers.Mediator,Ping.Controllers.PingPublisher,Ping.Controllers.PingPublisher
