Testability smell,Namespace,Class,File,Cause
Excessive Dependency,EventSourceingSQLDBTests,PingTest,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\vehicle-tracking-microservices-master\vehicle-tracking-microservices-master\vehicle-tracking-poc\EventSourcing\EventSourceingSqlDbTests\PingTest.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: BuildingAspects.Behaviors.Utilities' DomainModels.Business.PingDomain.PingModel' DomainModels.Business.PingDomain.Ping' DomainModels.Types.Messages.MessageFooter' DomainModels.Types.Messages.MessageHeader' EventSourceingSQLDB.Adapters.PingEventSourcingLedgerAdapter' EventSourceingSQLDB.DbModels.EventSourcing' EventSourceingSQLDB.DbModels.EventSourcingDbContext' EventSourceingSQLDB.Functors.Mappers<T>' EventSourceingSQLDB.Repository.ICommandEventSourcingLedger' EventSourceingSQLDB.Repository.IQueryEventSourcingLedger
