Project,Namespace,Ca types,Ce types
WebComponents,WebComponents.Interceptors,Tracking.Startup' Ping.Startup' Customer.Startup' Vehicle.Startup' Ping.Controllers.PingController' Tracking.Controllers.TrackingController' Customer.Controllers.CustomerController' Vehicle.Controllers.VehicleController,BuildingAspects.Behaviors.Defaults' BuildingAspects.Services.IOperationalUnit' DomainModels.Types.Identifiers' DomainModels.Types.Messages.MessageFooter' DomainModels.Types.Messages.MessageHeader' DomainModels.Types.Messages.ResponseHint' DomainModels.Types.Exceptions.CustomException
WebComponents,WebComponents.WebMiddlewares,,BuildingAspects.Behaviors.Defaults' DomainModels.Types.Identifiers' DomainModels.Types.Messages.MessageFooter' DomainModels.Types.Messages.MessageHeader' DomainModels.Types.Messages.ResponseHint
