Testability smell,Namespace,Class,File,Cause
Excessive Dependency,Ping.Controllers.Mediator,PingPublisherHandler,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\vehicle-tracking-microservices-master\vehicle-tracking-microservices-master\vehicle-tracking-poc\Ping\Controllers\Mediator\PingPublisherHandler.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ping.Controllers.Mediator.PingPublisher' BuildingAspects.Behaviors.Defaults' BuildingAspects.Behaviors.Function' DomainModels.Business.PingDomain.Ping' DomainModels.System.Identifiers' DomainModels.Types.DomainModel<Model>' DomainModels.Types.Identifiers' DomainModels.Types.Messages.MessageFooter' DomainModels.Types.Messages.MessageHeader' DomainModels.Types.Messages.ResponseHint
Excessive Dependency,Ping.Controllers,PingController,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\vehicle-tracking-microservices-master\vehicle-tracking-microservices-master\vehicle-tracking-poc\Ping\Controllers\PingController.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ping.Contracts.IPing' Ping.Controllers.Mediator.PingPublisher' Ping.Helper.Mappers' Ping.Models.Identifiers' Ping.Models.PingRequest' BuildingAspects.Services.IMessageCommand' BuildingAspects.Services.IOperationalUnit' DomainModels.Business.PingDomain.Ping' DomainModels.System.MiddlewareConfiguration' WebComponents.Interceptors.CustomHeader
Global State,Ping.Helper,Mappers,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\vehicle-tracking-microservices-master\vehicle-tracking-microservices-master\vehicle-tracking-poc\Ping\Helper\Mappers.cs,The tool detected the smell in this class because the class declares global variables. The detected global variables are: inferStatus
Excessive Dependency,Ping,Startup,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\vehicle-tracking-microservices-master\vehicle-tracking-microservices-master\vehicle-tracking-poc\Ping\Startup.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: BuildingAspects.Services.IMessageCommand' BuildingAspects.Services.IOperationalUnit' BuildingAspects.Services.OperationalUnit' BackgroundMiddleware.RabbitMQPublisher' DomainModels.DataStructure.RabbitMQConfiguration' DomainModels.System.Identifiers' DomainModels.System.MiddlewareConfiguration' DomainModels.System.ServiceConfiguration' WebComponents.Interceptors.CustomAuthorizer' WebComponents.Interceptors.CustomeExceptoinHandler' WebComponents.Interceptors.CustomResponseResult
