project,versionId,versionIndex,versionDate,ChangedAndCleanPercentage,ChangedAndSmellyPercentage,ChangedCount,NumOfSmells,NumOfSmells_cyclicDep_UNIT,NumOfSmells_cyclicHierarchy_UNIT,NumOfSmells_hubLikeDep_UNIT,NumOfSmells_unstableDep_CONTAINER,NumOfSmells_wideHierarchy_UNIT,NumberOfComponents,NumberOfContainers,NumberOfUnits,RigidityMetric,SpaghettiDesign,TechnicalDebtComponentHours,TechnicalDebtComponentIndex,TechnicalDebtConcentrationName,TechnicalDebtDispersion,TechnicalDebtHours,TechnicalDebtHoursFull,TechnicalDebtIndexFull,TechnicalDebtIndexPerKLOC,TechnicalDebtIndexWeighted,TechnicalDebtRating,TechnicalDebtScore,TechnicalDebtSources_cyclicDep,TechnicalDebtSources_cyclicHierarchy,TechnicalDebtSources_hubLikeDep,TechnicalDebtSources_unstableDep,TechnicalDebtSources_wideHierarchy,TechnicalDebtSpread,TotalLinesOfCode,UnchangedAndCleanPercentage,UnchangedAndSmellyPercentage,UnchangedCount,vertexId,vertexLabel
micronaut-microservices-poc/,9871a2e482f6ff8a358b8f3c6caa460374e76c36,0,2021-04-19T05:56:11,0,0,0,26,3,16,4,1,2,383,130,253,42,13,101.374,557,pl.altkom.asc.lab.micronaut.poc.policy.search.infrastructure.adapters.mock.MockPolicyViewRepository,97,72.618,100.646,553,399,399,F,0.0,22.05720905419357,86.30236933287107,236.34901096148565,35.855301953930784,32.55977424946706,10,4886,88,12,383,2,instantNode
