project,versionId,versionIndex,versionDate,ChangedAndCleanPercentage,ChangedAndSmellyPercentage,ChangedCount,NumOfSmells,NumOfSmells_cyclicDep_CONTAINER,NumOfSmells_cyclicDep_UNIT,NumOfSmells_hubLikeDep_CONTAINER,NumOfSmells_hubLikeDep_UNIT,NumOfSmells_unstableDep_CONTAINER,NumOfSmells_wideHierarchy_UNIT,NumberOfComponents,NumberOfContainers,NumberOfUnits,RigidityMetric,SpaghettiDesign,TechnicalDebtComponentHours,TechnicalDebtComponentIndex,TechnicalDebtConcentrationName,TechnicalDebtDispersion,TechnicalDebtHours,TechnicalDebtHoursFull,TechnicalDebtIndexFull,TechnicalDebtIndexPerKLOC,TechnicalDebtIndexWeighted,TechnicalDebtRating,TechnicalDebtScore,TechnicalDebtSources_cyclicDep,TechnicalDebtSources_hubLikeDep,TechnicalDebtSources_unstableDep,TechnicalDebtSources_wideHierarchy,TechnicalDebtSpread,TotalLinesOfCode,UnchangedAndCleanPercentage,UnchangedAndSmellyPercentage,UnchangedCount,vertexId,vertexLabel
PartsUnlimitedMRP/,026821869397703dbcb4858df76e73ddea948ec1,0,2023-06-27T08:09:26,0,0,0,17,7,6,1,1,1,1,116,17,99,48,36,148.694,817,integration.scheduled.UpdateProductProcessTask,95,62.608,131.04,720,344,344,F,0.0,187.43170824930198,140.06397585761988,7.003763506964142,18.002777328451224,13,4719,71,29,116,2,instantNode
