project,versionId,versionIndex,versionDate,ChangedAndCleanPercentage,ChangedAndSmellyPercentage,ChangedCount,NumOfSmells,NumOfSmells_cyclicDep_CONTAINER,NumOfSmells_cyclicDep_UNIT,NumberOfComponents,NumberOfContainers,NumberOfUnits,RigidityMetric,SpaghettiDesign,TechnicalDebtComponentHours,TechnicalDebtComponentIndex,TechnicalDebtConcentrationName,TechnicalDebtDispersion,TechnicalDebtHours,TechnicalDebtHoursFull,TechnicalDebtIndexFull,TechnicalDebtIndexPerKLOC,TechnicalDebtIndexWeighted,TechnicalDebtRating,TechnicalDebtScore,TechnicalDebtSources_cyclicDep,TechnicalDebtSpread,TotalLinesOfCode,UnchangedAndCleanPercentage,UnchangedAndSmellyPercentage,UnchangedCount,vertexId,vertexLabel
qbike/,47301e2067b7d8f5614b2359a9934f4080367d2e,0,2019-01-03T05:47:28,0,0,0,3,2,1,122,43,79,54,15,19.11,105,club.newtech.qbick,93,8.372,8.372,46,46,46,C,0.45999999999999974,47.658078802430346,3,1540,94,6,122,2,instantNode
