project,versionId,versionIndex,versionDate,ChangedAndCleanPercentage,ChangedAndSmellyPercentage,ChangedCount,NumOfSmells,NumOfSmells_cyclicDep_CONTAINER,NumOfSmells_cyclicDep_UNIT,NumOfSmells_hubLikeDep_CONTAINER,NumOfSmells_hubLikeDep_UNIT,NumOfSmells_wideHierarchy_UNIT,NumberOfComponents,NumberOfContainers,NumberOfUnits,RigidityMetric,SpaghettiDesign,TechnicalDebtComponentHours,TechnicalDebtComponentIndex,TechnicalDebtConcentrationName,TechnicalDebtDispersion,TechnicalDebtHours,TechnicalDebtHoursFull,TechnicalDebtIndexFull,TechnicalDebtIndexPerKLOC,TechnicalDebtIndexWeighted,TechnicalDebtRating,TechnicalDebtScore,TechnicalDebtSources_cyclicDep,TechnicalDebtSources_hubLikeDep,TechnicalDebtSources_wideHierarchy,TechnicalDebtSpread,TotalLinesOfCode,UnchangedAndCleanPercentage,UnchangedAndSmellyPercentage,UnchangedCount,vertexId,vertexLabel
TeaStore/,34b37f7e7be433ce72d5f9455e66922a13116749,0,2025-01-08T11:29:45,0,0,0,26,9,7,2,4,4,250,50,200,44,23,275.002,1511,tools.descartes.teastore.persistence.domain.PersistenceProduct,97,154.33599999999998,237.874,1307,848,848,F,0.0,302.48311392210195,441.29707118428007,118.96873289665284,14,8059,74,26,250,2,instantNode
