project,versionId,versionIndex,versionDate,ChangedAndCleanPercentage,ChangedAndSmellyPercentage,ChangedCount,NumOfSmells,NumOfSmells_cyclicDep_CONTAINER,NumOfSmells_cyclicDep_UNIT,NumOfSmells_wideHierarchy_UNIT,NumberOfComponents,NumberOfContainers,NumberOfUnits,RigidityMetric,SpaghettiDesign,TechnicalDebtComponentHours,TechnicalDebtComponentIndex,TechnicalDebtConcentrationName,TechnicalDebtDispersion,TechnicalDebtHours,TechnicalDebtHoursFull,TechnicalDebtIndexFull,TechnicalDebtIndexPerKLOC,TechnicalDebtIndexWeighted,TechnicalDebtRating,TechnicalDebtScore,TechnicalDebtSources_cyclicDep,TechnicalDebtSources_wideHierarchy,TechnicalDebtSpread,TotalLinesOfCode,UnchangedAndCleanPercentage,UnchangedAndSmellyPercentage,UnchangedCount,vertexId,vertexLabel
java-microservice/,9172a9004dd92434fbec4712cb45650a611185c3,0,2022-02-28T14:33:25,0,0,0,16,9,6,1,144,43,101,49,17,88.088,484,com.apssouza.annotations,96,33.306,53.144,292,183,183,F,0.009999999999999343,180.070795467445,12.360910913224442,11,2031,80,20,144,2,instantNode
