Namespace,Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In,Fan-Out types,Fan-In types
OcelotApplicationService,ApiGateway,0,2,0,0,1,39,2,0,0,-1,2,1,OcelotApplicationService.ServiceEventSource' OcelotApplicationService.Startup,OcelotApplicationService.Program
OcelotApplicationService,Program,0,1,0,0,0,29,1,0,0,-1,2,0,OcelotApplicationService.ApiGateway' OcelotApplicationService.ServiceEventSource,
OcelotApplicationService,ServiceEventSource,7,11,0,1,7,178,16,0,0,0,82,1,2,OcelotApplicationService.Keywords,OcelotApplicationService.Program' OcelotApplicationService.ApiGateway
OcelotApplicationService,Keywords,2,0,0,2,0,5,0,0,0,-1,0,1,,OcelotApplicationService.ServiceEventSource
OcelotApplicationService,Startup,0,3,1,0,3,26,4,0,0,-1,0,1,,OcelotApplicationService.ApiGateway
OcelotApplicationService.Controllers,ValuesController,0,5,0,0,5,35,5,0,0,-1,0,0,,
