Testability smell,Namespace,Class,File,Cause
Law of Demeter violation,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteCreator.cs,The tool detected the smell in this method (Get) because the method voilates the law of Demeter. The long chain of method invocations is : Ocelot.Configuration.Builder.DownstreamRouteBuilder.WithDownstreamHttpVersion' Ocelot.Configuration.Builder.DownstreamRouteBuilder.WithUpstreamPathTemplate
Law of Demeter violation,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteCreator.cs,The tool detected the smell in this method (Get) because the method voilates the law of Demeter. The long chain of method invocations is : Ocelot.Configuration.Builder.RouteBuilder.WithUpstreamPathTemplate' Ocelot.Configuration.Builder.RouteBuilder.Build
Excessive Dependency,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteFinder,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteFinder.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.IInternalConfiguration' Ocelot.Configuration.Route' Ocelot.DownstreamRouteFinder.DownstreamRouteHolder' Ocelot.DownstreamRouteFinder.Finder.IDownstreamRouteProvider' Ocelot.DownstreamRouteFinder.Finder.UnableToFindDownstreamRouteError' Ocelot.DownstreamRouteFinder.UrlMatcher.IPlaceholderNameAndValueFinder' Ocelot.DownstreamRouteFinder.UrlMatcher.IUrlPathToUrlTemplateMatcher' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response<T>
Excessive Dependency,Ocelot.DownstreamRouteFinder.Finder,DownstreamRouteProviderFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Finder\DownstreamRouteProviderFactory.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.IInternalConfiguration' Ocelot.Configuration.ServiceProviderConfiguration' Ocelot.DownstreamRouteFinder.Finder.DownstreamRouteCreator' Ocelot.DownstreamRouteFinder.Finder.DownstreamRouteFinder' Ocelot.DownstreamRouteFinder.Finder.IDownstreamRouteProvider' Ocelot.DownstreamRouteFinder.Finder.IDownstreamRouteProviderFactory' Ocelot.Logging.IOcelotLogger' Ocelot.Logging.IOcelotLoggerFactory
Global State,Ocelot.DownstreamRouteFinder.Middleware,DownstreamRouteFinderMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamRouteFinder\Middleware\DownstreamRouteFinderMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Excessive Dependency,Ocelot.DownstreamUrlCreator.Middleware,DownstreamUrlCreatorMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamUrlCreator\Middleware\DownstreamUrlCreatorMiddleware.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.DownstreamRoute' Ocelot.Configuration.IInternalConfiguration' Ocelot.DownstreamRouteFinder.UrlMatcher.PlaceholderNameAndValue' Ocelot.DownstreamUrlCreator.UrlTemplateReplacer.IDownstreamPathPlaceholderReplacer' Ocelot.Logging.IOcelotLoggerFactory' Ocelot.Middleware.OcelotMiddleware' Ocelot.Request.Middleware.DownstreamRequest' Ocelot.Responses.Response<T>' Ocelot.Values.DownstreamPath
Global State,Ocelot.DownstreamUrlCreator.Middleware,DownstreamUrlCreatorMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\DownstreamUrlCreator\Middleware\DownstreamUrlCreatorMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Errors.Middleware,ExceptionHandlerMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Errors\Middleware\ExceptionHandlerMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Excessive Dependency,Ocelot.Headers,AddHeadersToRequest,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Headers\AddHeadersToRequest.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.ClaimToThing' Ocelot.Configuration.Creator.AddHeader' Ocelot.Headers.IAddHeadersToRequest' Ocelot.Infrastructure.IPlaceholders' Ocelot.Infrastructure.Claims.Parser.IClaimsParser' Ocelot.Logging.IOcelotLogger' Ocelot.Logging.IOcelotLoggerFactory' Ocelot.Request.Middleware.DownstreamRequest' Ocelot.Responses.ErrorResponse' Ocelot.Responses.OkResponse' Ocelot.Responses.Response
Global State,Ocelot.Headers.Middleware,ClaimsToHeadersMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Headers\Middleware\ClaimsToHeadersMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Headers.Middleware,HttpHeadersTransformationMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Headers\Middleware\HttpHeadersTransformationMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Hard-wired Dependency,Ocelot.Infrastructure,Placeholders,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Placeholders.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Ocelot.Middleware.IBaseUrlFinder
Excessive Dependency,Ocelot.Infrastructure,Placeholders,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Placeholders.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Infrastructure.CannotAddPlaceholderError' Ocelot.Infrastructure.CannotRemovePlaceholderError' Ocelot.Infrastructure.CouldNotFindPlaceholderError' Ocelot.Infrastructure.IPlaceholders' Ocelot.Infrastructure.RequestData.IRequestScopedDataRepository' Ocelot.Middleware.IBaseUrlFinder' Ocelot.Request.Middleware.DownstreamRequest' Ocelot.Responses.ErrorResponse' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response' Ocelot.Responses.Response<T>
Global State,Ocelot.Infrastructure.Extensions,ErrorListExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Extensions\ErrorListExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Infrastructure.Extensions,StringExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Extensions\StringExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Infrastructure.Extensions,StringValuesExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\Extensions\StringValuesExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Excessive Dependency,Ocelot.Infrastructure.RequestData,HttpDataRepository,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Infrastructure\RequestData\HttpDataRepository.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Infrastructure.RequestData.CannotAddDataError' Ocelot.Infrastructure.RequestData.CannotFindDataError' Ocelot.Infrastructure.RequestData.IRequestScopedDataRepository' Ocelot.Responses.ErrorResponse' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response' Ocelot.Responses.Response<T>
Hard-wired Dependency,Ocelot.LoadBalancer.LoadBalancers,CookieStickySessionsCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\CookieStickySessionsCreator.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Ocelot.ServiceDiscovery.Providers.IServiceDiscoveryProvider
Excessive Dependency,Ocelot.LoadBalancer.LoadBalancers,CookieStickySessionsCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\CookieStickySessionsCreator.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.DownstreamRoute' Ocelot.Infrastructure.InMemoryBus<T>' Ocelot.LoadBalancer.LoadBalancers.CookieStickySessions' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancer' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancerCreator' Ocelot.LoadBalancer.LoadBalancers.RoundRobin' Ocelot.LoadBalancer.LoadBalancers.StickySession' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response<T>' Ocelot.ServiceDiscovery.Providers.IServiceDiscoveryProvider
Excessive Dependency,Ocelot.LoadBalancer.LoadBalancers,DelegateInvokingLoadBalancerCreator<T>,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\DelegateInvokingLoadBalancerCreator.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.DownstreamRoute' Ocelot.LoadBalancer.LoadBalancers.ErrorInvokingLoadBalancerCreator' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancer' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancerCreator' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response<T>' Ocelot.ServiceDiscovery.Providers.IServiceDiscoveryProvider
Excessive Dependency,Ocelot.LoadBalancer.LoadBalancers,LeastConnection,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\LeastConnection.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.LoadBalancer.LoadBalancers.ILoadBalancer' Ocelot.LoadBalancer.LoadBalancers.Lease' Ocelot.LoadBalancer.LoadBalancers.ServicesAreEmptyError' Ocelot.LoadBalancer.LoadBalancers.ServicesAreNullError' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response' Ocelot.Responses.Response<T>' Ocelot.Values.Service' Ocelot.Values.ServiceHostAndPort
Hard-wired Dependency,Ocelot.LoadBalancer.LoadBalancers,LeastConnectionCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\LeastConnectionCreator.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Ocelot.ServiceDiscovery.Providers.IServiceDiscoveryProvider
Excessive Dependency,Ocelot.LoadBalancer.LoadBalancers,LoadBalancerFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\LoadBalancerFactory.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.DownstreamRoute' Ocelot.Configuration.ServiceProviderConfiguration' Ocelot.LoadBalancer.LoadBalancers.CouldNotFindLoadBalancerCreator' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancer' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancerCreator' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancerFactory' Ocelot.LoadBalancer.LoadBalancers.NoLoadBalancer' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response<T>' Ocelot.ServiceDiscovery.IServiceDiscoveryProviderFactory
Excessive Dependency,Ocelot.LoadBalancer.LoadBalancers,LoadBalancerHouse,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\LoadBalancerHouse.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.DownstreamRoute' Ocelot.Configuration.ServiceProviderConfiguration' Ocelot.Errors.Error' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancer' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancerFactory' Ocelot.LoadBalancer.LoadBalancers.ILoadBalancerHouse' Ocelot.LoadBalancer.LoadBalancers.UnableToFindLoadBalancerError' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response<T>
Hard-wired Dependency,Ocelot.LoadBalancer.LoadBalancers,NoLoadBalancerCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\NoLoadBalancerCreator.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Ocelot.ServiceDiscovery.Providers.IServiceDiscoveryProvider
Hard-wired Dependency,Ocelot.LoadBalancer.LoadBalancers,RoundRobinCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\LoadBalancers\RoundRobinCreator.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Ocelot.ServiceDiscovery.Providers.IServiceDiscoveryProvider
Global State,Ocelot.LoadBalancer.Middleware,LoadBalancingMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\LoadBalancer\Middleware\LoadBalancingMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Middleware,DownstreamContextMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\DownstreamContextMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Middleware,HttpItemsExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\HttpItemsExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Middleware,OcelotMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Excessive Dependency,Ocelot.Middleware,OcelotMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotMiddlewareExtensions.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.IInternalConfiguration' Ocelot.Configuration.Creator.IInternalConfigurationCreator' Ocelot.Configuration.File.FileConfiguration' Ocelot.Configuration.Repository.IInternalConfigurationRepository' Ocelot.Configuration.Setter.IFileConfigurationSetter' Ocelot.DependencyInjection.IAdministrationPath' Ocelot.Logging.OcelotDiagnosticListener' Ocelot.Middleware.OcelotPipelineConfiguration' Ocelot.Responses.Response
Global State,Ocelot.Middleware,OcelotPipelineExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Middleware\OcelotPipelineExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Multiplexer,MultiplexingMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Multiplexer\MultiplexingMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.QueryStrings.Middleware,ClaimsToQueryStringMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\QueryStrings\Middleware\ClaimsToQueryStringMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Hard-wired Dependency,Ocelot.RateLimit,ClientRateLimitProcessor,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RateLimit\ClientRateLimitProcessor.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Ocelot.RateLimit.RateLimitCore
Hard-wired Dependency,Ocelot.RateLimit.Middleware,ClientRateLimitMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RateLimit\Middleware\ClientRateLimitMiddleware.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Ocelot.RateLimit.ClientRateLimitProcessor
Excessive Dependency,Ocelot.RateLimit.Middleware,ClientRateLimitMiddleware,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RateLimit\Middleware\ClientRateLimitMiddleware.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.DownstreamRoute' Ocelot.Configuration.RateLimitOptions' Ocelot.Configuration.RateLimitRule' Ocelot.Logging.IOcelotLoggerFactory' Ocelot.Middleware.DownstreamResponse' Ocelot.Middleware.OcelotMiddleware' Ocelot.RateLimit.ClientRateLimitProcessor' Ocelot.RateLimit.ClientRequestIdentity' Ocelot.RateLimit.IRateLimitCounterHandler' Ocelot.RateLimit.QuotaExceededError' Ocelot.RateLimit.RateLimitCounter' Ocelot.RateLimit.RateLimitHeaders
Global State,Ocelot.RateLimit.Middleware,RateLimitMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RateLimit\Middleware\RateLimitMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Excessive Dependency,Ocelot.Requester,DelegatingHandlerHandlerFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\DelegatingHandlerHandlerFactory.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.DownstreamRoute' Ocelot.Logging.IOcelotLogger' Ocelot.Logging.IOcelotLoggerFactory' Ocelot.Requester.GlobalDelegatingHandler' Ocelot.Requester.IDelegatingHandlerHandlerFactory' Ocelot.Requester.ITracingHandlerFactory' Ocelot.Requester.NoQosDelegatingHandler' Ocelot.Requester.QoS.IQoSFactory' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response<T>
Hard-wired Dependency,Ocelot.Requester,HttpClientHttpRequester,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\HttpClientHttpRequester.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Ocelot.Requester.HttpClientBuilder
Excessive Dependency,Ocelot.Requester,HttpClientHttpRequester,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\HttpClientHttpRequester.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Logging.IOcelotLogger' Ocelot.Logging.IOcelotLoggerFactory' Ocelot.Requester.HttpClientBuilder' Ocelot.Requester.IDelegatingHandlerHandlerFactory' Ocelot.Requester.IExceptionToErrorMapper' Ocelot.Requester.IHttpClientCache' Ocelot.Requester.IHttpRequester' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response<T>
Global State,Ocelot.Requester.Middleware,HttpRequesterMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Requester\Middleware\HttpRequesterMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.RequestId,DefaultRequestIdKey,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RequestId\DefaultRequestIdKey.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.RequestId.Middleware,RequestIdMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\RequestId\Middleware\RequestIdMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Request.Middleware,HttpRequestBuilderMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Request\Middleware\HttpRequestBuilderMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Responder.Middleware,ResponderMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Responder\Middleware\ResponderMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Ocelot.Security.Middleware,SecurityMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\Security\Middleware\SecurityMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Excessive Dependency,Ocelot.ServiceDiscovery,ServiceDiscoveryProviderFactory,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\ServiceDiscovery\ServiceDiscoveryProviderFactory.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Ocelot.Configuration.DownstreamRoute' Ocelot.Configuration.ServiceProviderConfiguration' Ocelot.Logging.IOcelotLoggerFactory' Ocelot.Responses.ErrorResponse<T>' Ocelot.Responses.OkResponse<T>' Ocelot.Responses.Response<T>' Ocelot.ServiceDiscovery.Configuration.ServiceFabricConfiguration' Ocelot.ServiceDiscovery.IServiceDiscoveryProviderFactory' Ocelot.ServiceDiscovery.UnableToFindServiceDiscoveryProviderError' Ocelot.ServiceDiscovery.Providers.ConfigurationServiceProvider' Ocelot.ServiceDiscovery.Providers.IServiceDiscoveryProvider' Ocelot.ServiceDiscovery.Providers.ServiceFabricServiceDiscoveryProvider' Ocelot.Values.Service' Ocelot.Values.ServiceHostAndPort
Global State,Ocelot.WebSockets.Middleware,WebSocketsProxyMiddlewareExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot\WebSockets\Middleware\WebSocketsProxyMiddlewareExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
