Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Ocelot.Administration,IdentityServerConfiguration,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\IdentityServerConfiguration.cs,IdentityServerConfiguration,The method has 6 parameters. Parameters: apiName' requireHttps' apiSecret' allowedScopes' credentialsSigningCertificateLocation' credentialsSigningCertificatePassword
Long Identifier,Ocelot.Administration,IdentityServerConfiguration,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\IdentityServerConfiguration.cs,IdentityServerConfiguration,The length of the parameter credentialsSigningCertificateLocation is 37.
Long Identifier,Ocelot.Administration,IdentityServerConfiguration,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\IdentityServerConfiguration.cs,IdentityServerConfiguration,The length of the parameter credentialsSigningCertificatePassword is 37.
Long Identifier,Ocelot.Administration,IdentityServerConfigurationCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\IdentityServerConfigurationCreator.cs,GetIdentityServerConfiguration,The length of the parameter credentialsSigningCertificateLocation is 37.
Long Identifier,Ocelot.Administration,IdentityServerConfigurationCreator,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\IdentityServerConfigurationCreator.cs,GetIdentityServerConfiguration,The length of the parameter credentialsSigningCertificatePassword is 37.
Long Statement,Ocelot.Administration,OcelotBuilderExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\OcelotBuilderExtensions.cs,AddAdministration,The length of the statement  "            builder.Services.AddSingleton<OcelotMiddlewareConfigurationDelegate>(IdentityServerMiddlewareConfigurationProvider.Get);" is 120.
Long Statement,Ocelot.Administration,OcelotBuilderExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\OcelotBuilderExtensions.cs,AddAdministration,The length of the statement  "            builder.Services.AddSingleton<OcelotMiddlewareConfigurationDelegate>(IdentityServerMiddlewareConfigurationProvider.Get);" is 120.
Long Statement,Ocelot.Administration,OcelotBuilderExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\OcelotBuilderExtensions.cs,AddIdentityServer,The length of the statement  "            if (string.IsNullOrEmpty(identityServerConfiguration.CredentialsSigningCertificateLocation) || string.IsNullOrEmpty(identityServerConfiguration.CredentialsSigningCertificatePassword))" is 183.
Long Statement,Ocelot.Administration,OcelotBuilderExtensions,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\src\Ocelot.Administration\OcelotBuilderExtensions.cs,AddIdentityServer,The length of the statement  "                var cert = new X509Certificate2(identityServerConfiguration.CredentialsSigningCertificateLocation' identityServerConfiguration.CredentialsSigningCertificatePassword' X509KeyStorageFlags.MachineKeySet | X509KeyStorageFlags.Exportable);" is 234.
