Design smell,Namespace,Class,File,Cause
Deficient Encapsulation,OcelotApplicationApiGateway,ServiceEventSource,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\samples\OcelotServiceFabric\src\OcelotApplicationApiGateway\ServiceEventSource.cs,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Current
Deficient Encapsulation,OcelotApplicationApiGateway,ServiceEventSource,C:\Users\victo\Downloads\Ocelot-develop\Ocelot-develop\samples\OcelotServiceFabric\src\OcelotApplicationApiGateway\ServiceEventSource.cs,The tool detected the smell in this class because the class declares global (public static) fields. Following fields are declared with public static modifiers: Current
