project,versionId,versionIndex,versionDate,ChangedAndCleanPercentage,ChangedAndSmellyPercentage,ChangedCount,NumOfSmells,NumOfSmells_cyclicDep_CONTAINER,NumOfSmells_cyclicDep_UNIT,NumOfSmells_hubLikeDep_UNIT,NumOfSmells_unstableDep_CONTAINER,NumberOfComponents,NumberOfContainers,NumberOfUnits,RigidityMetric,SpaghettiDesign,TechnicalDebtComponentHours,TechnicalDebtComponentIndex,TechnicalDebtConcentrationName,TechnicalDebtDispersion,TechnicalDebtHours,TechnicalDebtHoursFull,TechnicalDebtIndexFull,TechnicalDebtIndexPerKLOC,TechnicalDebtIndexWeighted,TechnicalDebtRating,TechnicalDebtScore,TechnicalDebtSources_cyclicDep,TechnicalDebtSources_hubLikeDep,TechnicalDebtSources_unstableDep,TechnicalDebtSpread,TotalLinesOfCode,UnchangedAndCleanPercentage,UnchangedAndSmellyPercentage,UnchangedCount,vertexId,vertexLabel
train-ticket,313886e99befb94be6cd45f085c98e0019f59829,0,2022-11-01T03:21:39,0,0,0,12,4,2,2,4,894,284,610,42,8,52.416000000000004,288,delivery,98,43.498000000000005,44.59,245,239,239,F,0.0,35.41604143635116,64.0725155997635,144.5819951374016,2,25656,98,2,894,2,instantNode
