Testability smell,Namespace,Class,File,Cause
Global State,Shared,Extensions,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-istanbul-microservices-demo-master\dotnet-istanbul-microservices-demo-master\DotnetIst.Shared\src\Shared\Extensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Shared.Logging,Extensions,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-istanbul-microservices-demo-master\dotnet-istanbul-microservices-demo-master\DotnetIst.Shared\src\Shared\Logging\LoggingExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Global State,Shared.RabbitMq,RabbitMqExtensions,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-istanbul-microservices-demo-master\dotnet-istanbul-microservices-demo-master\DotnetIst.Shared\src\Shared\RabbitMq\RabbitMqExtensions.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Excessive Dependency,Shared.RabbitMq,RabbitMqExtensions,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-istanbul-microservices-demo-master\dotnet-istanbul-microservices-demo-master\DotnetIst.Shared\src\Shared\RabbitMq\RabbitMqExtensions.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Shared.MessageHandlers.ICommandHandler' Shared.MessageHandlers.IEventHandler' Shared.Messages.MessageNamespaceAttribute' Shared.RabbitMq.BusPublisher' Shared.RabbitMq.BusSubscriber' Shared.RabbitMq.CorrelationContext' Shared.RabbitMq.IBusPublisher' Shared.RabbitMq.IBusSubscriber' Shared.RabbitMq.CustomNamingConventions' Shared.RabbitMq.RabbitMqOptions
