Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Services.Orders.Data.Migrations,initial,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-istanbul-microservices-demo-master\dotnet-istanbul-microservices-demo-master\DotnetIst.Services.Orders\src\Services.Orders\Data\Migrations\20190308211841_initial.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder                 .HasAnnotation("Npgsql:ValueGenerationStrategy"' NpgsqlValueGenerationStrategy.SerialColumn)                 .HasAnnotation("ProductVersion"' "2.2.1-servicing-10028")                 .HasAnnotation("Relational:MaxIdentifierLength"' 63);
Magic Number,Services.Orders.Data.Migrations,base_entity,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-istanbul-microservices-demo-master\dotnet-istanbul-microservices-demo-master\DotnetIst.Services.Orders\src\Services.Orders\Data\Migrations\20190308222202_base_entity.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder                 .HasAnnotation("Npgsql:ValueGenerationStrategy"' NpgsqlValueGenerationStrategy.SerialColumn)                 .HasAnnotation("ProductVersion"' "2.2.1-servicing-10028")                 .HasAnnotation("Relational:MaxIdentifierLength"' 63);
Magic Number,Services.Orders.Data.Migrations,OrderDBContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-istanbul-microservices-demo-master\dotnet-istanbul-microservices-demo-master\DotnetIst.Services.Orders\src\Services.Orders\Data\Migrations\OrderDBContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder                 .HasAnnotation("Npgsql:ValueGenerationStrategy"' NpgsqlValueGenerationStrategy.SerialColumn)                 .HasAnnotation("ProductVersion"' "2.2.1-servicing-10028")                 .HasAnnotation("Relational:MaxIdentifierLength"' 63);
