Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Services.Orders,Services.Orders.Data,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Services.Orders.Data' Services.Customers.Data,Services.Orders.Data.Order' Services.Orders.Data.SeedData' Services.Customers.Data.OrderDBContext,Services.Orders.Data.Order' Services.Orders.Data.SeedData' Services.Customers.Data.OrderDBContext
Unstable Dependency,Services.Orders,Services.Customers.Data,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Services.Orders.Data,Services.Customers.Data.Order,Services.Customers.Data.Order
