Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Shared,Shared.MessageHandlers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Shared.MessageHandlers' Shared.RabbitMq,Shared.MessageHandlers.ICommandHandler' Shared.RabbitMq.BusPublisher' Shared.RabbitMq.BusSubscriber,Shared.MessageHandlers.ICommandHandler' Shared.RabbitMq.BusPublisher' Shared.RabbitMq.BusSubscriber
Unstable Dependency,Shared,Shared.MessageHandlers,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Shared.RabbitMq,Shared.MessageHandlers.ICorrelationContext,Shared.MessageHandlers.ICorrelationContext
