Namespace,Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In,Fan-Out types,Fan-In types
WebApiHelpersTypes.Helpers,ObjectToDictionaryConverter,0,3,0,0,2,30,7,0,0,-1,0,0,,
WebApiHelpersTypes.Helpers,PagingParameters,2,0,2,0,0,11,0,3,0,-1,0,3,,OrdersDtoTypes.Helpers.OrdersPagingParameters' CustomersDtoTypes.Helpers.CustomersPagingParameters' ShipmentsDtoTypes.Helpers.ShipmentsPagingParameters
