Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,EnterprisePlanner.Messaging,EnterprisePlanner.Messaging.Models.Abstractions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: EnterprisePlanner.Messaging.Models.Abstractions' EnterprisePlanner.Messaging.Models,EnterprisePlanner.Messaging.Models.Abstractions.IEventBus' EnterprisePlanner.Messaging.Models.InMemoryEventBusSubscriptionsManager,EnterprisePlanner.Messaging.Models.Abstractions.IEventBus' EnterprisePlanner.Messaging.Models.InMemoryEventBusSubscriptionsManager
Unstable Dependency,EnterprisePlanner.Messaging,EnterprisePlanner.Messaging.Models,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): EnterprisePlanner.Messaging.Models.Abstractions,EnterprisePlanner.Messaging.Models.IEventBusSubscriptionsManager' EnterprisePlanner.Messaging.Models.IIntegrationEventHandler,EnterprisePlanner.Messaging.Models.IEventBusSubscriptionsManager' EnterprisePlanner.Messaging.Models.IIntegrationEventHandler
