Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,EnterprisePlanner.Messaging.Models.Abstractions,IEventHandler,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\EnterprisePlanner.Messaging\Models\Abstractions\IEventHandler.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Rebellious Hierarchy,EnterprisePlanner.Messaging.Models,InMemoryEventBusSubscriptionsManager,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\EnterprisePlanner.Messaging\Models\InMemoryEventBusSubscriptionManager.cs,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: Clear' GetHandlersForEvent' HasSubscriptionsForEvent' GetEventTypeByName
