Testability smell,Namespace,Class,File,Cause
Hard-wired Dependency,EnterprisePlanner.Messaging.Models,InMemoryEventBusSubscriptionsManager,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\EnterprisePlanner.Messaging\Models\InMemoryEventBusSubscriptionManager.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: EnterprisePlanner.Messaging.Models.SubscriptionInfo
Hard-wired Dependency,EnterprisePlanner.Messaging.RabbitMQ,RabbitMQEventBus,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\EnterprisePlanner.Messaging\RabbitMQ\RabbitMQEventBus.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: EnterprisePlanner.Messaging.RabbitMQ.Abstractions.IRabbitMQConnection
