Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Customers,Startup,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\Customers\Startup.cs,Configure,The following statement contains a magic number: app.UseExceptionHandler(appBuilder =>             {                 appBuilder.Run(async context =>                 {                     context.Response.StatusCode = 500;                     await context.Response.WriteAsync("A server error occured.");                 });             });
