Testability smell,Namespace,Class,File,Cause
Global State,Customers.Contexts,CustomersDbSeeder,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\Customers\Contexts\CustomersDbSeeder.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
Hard-wired Dependency,Customers.Controllers,CustomersController,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\Customers\Controllers\CustomersController.cs,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: Customers.Repositories.ICustomerRepository
Excessive Dependency,Customers.Controllers,CustomersController,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\Customers\Controllers\CustomersController.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Customers.Entities.Customer' Customers.Repositories.ICustomerRepository' CustomerDtoTypes.Helpers.CustomersPagedResult' CustomersDtoTypes.Helpers.CustomersPagingParameters' CustomersDtoTypes.Models.CustomerDto' CustomersDtoTypes.Models.CustomerToCreateDto' CustomersDtoTypes.Models.CustomerToUpdateDto' WebApiHelpers.ObjectResults.UnprocessableEntityObjectResult
Excessive Dependency,Customers,Startup,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\EnterprisePlanner-master\EnterprisePlanner-master\Customers\Startup.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Customers.Contexts.CustomersDbContext' Customers.Contexts.CustomersDbSeeder' Customers.Entities.Customer' Customers.Repositories.CustomerRepository' Customers.Repositories.ICustomerRepository' CustomersDtoTypes.Models.CustomerDto' CustomersDtoTypes.Models.CustomerToCreateDto' CustomersDtoTypes.Models.CustomerToUpdateDto' WebApiHelpers.Formatters.ProtobufInputFormatter' WebApiHelpers.Formatters.ProtobufOutputFormatter
