Namespace,Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In,Fan-Out types,Fan-In types
CustomerDtoTypes.Helpers,CustomersPagedResult,0,0,2,0,0,8,0,0,0,-1,1,2,CustomersDtoTypes.Models.CustomerDto,Customers.Controllers.CustomersController' API_Gateway.Controllers.CustomersController
CustomersDtoTypes.Helpers,CustomersPagingParameters,0,0,3,0,0,7,0,0,1,-1,1,4,WebApiHelpersTypes.Helpers.PagingParameters,Customers.Controllers.CustomersController' Customers.Repositories.ICustomerRepository' Customers.Repositories.CustomerRepository' API_Gateway.Controllers.CustomersController
CustomersDtoTypes.Models,CustomerBaseDto,0,0,3,0,0,16,0,3,0,-1,3,3,CustomersDtoTypes.Models.CustomerDto' CustomersDtoTypes.Models.CustomerToCreateDto' CustomersDtoTypes.Models.CustomerToUpdateDto,CustomersDtoTypes.Models.CustomerToCreateDto' CustomersDtoTypes.Models.CustomerDto' CustomersDtoTypes.Models.CustomerToUpdateDto
CustomersDtoTypes.Models,CustomerDto,0,0,1,0,0,7,0,0,1,-1,1,5,CustomersDtoTypes.Models.CustomerBaseDto,CustomerDtoTypes.Helpers.CustomersPagedResult' CustomersDtoTypes.Models.CustomerBaseDto' Customers.Startup' API_Gateway.Controllers.CustomersController' Customers.Controllers.CustomersController
CustomersDtoTypes.Models,CustomerToCreateDto,0,0,0,0,0,5,0,0,1,-1,1,4,CustomersDtoTypes.Models.CustomerBaseDto,CustomersDtoTypes.Models.CustomerBaseDto' Customers.Controllers.CustomersController' Customers.Startup' API_Gateway.Controllers.CustomersController
CustomersDtoTypes.Models,CustomerToUpdateDto,0,0,0,0,0,5,0,0,1,-1,1,4,CustomersDtoTypes.Models.CustomerBaseDto,API_Gateway.Controllers.CustomersController' CustomersDtoTypes.Models.CustomerBaseDto' Customers.Controllers.CustomersController' Customers.Startup
