Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,WeText.Domain.Events,InvitationSentEvent,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Domain\Events\InvitationSentEvent.cs,InvitationSentEvent,The method has 6 parameters. Parameters: aggregateRootKey' originatorId' targetUserId' originatorName' targetUserName' invitationLetter
Long Parameter List,WeText.Domain.Events,UserCreatedEvent,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Domain\Events\UserCreatedEvent.cs,UserCreatedEvent,The method has 5 parameters. Parameters: aggregateRootKey' name' password' email' displayName
Long Parameter List,WeText.Domain,User,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Domain\User.cs,User,The method has 5 parameters. Parameters: id' name' password' email' displayName
Long Statement,WeText.Domain,Invitation,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Domain\Invitation.cs,Transit,The length of the statement  "            ApplyEvent(new InvitationSentTransitionEvent(this.Id' message.OriginatorId' message.TargetUserId' message.InvitationLetter)); " is 125.
Long Statement,WeText.Domain,User,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Domain\User.cs,SendInvitation,The length of the statement  "            ApplyEvent(new InvitationSentEvent(this.Id' this.Id' toUser.Id' this.DisplayName' toUser.DisplayName' invitationLetter)); " is 121.
