Implementation smell,Namespace,Class,File,Method,Description
Long Statement,WeText.Service,WeTextService,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Service\WeTextService.cs,Configuration,The length of the statement  "            builder.Register(x => new RabbitMqCommandSender(configuration.CommandQueue.ConnectionUri' configuration.CommandQueue.ExchangeName)) " is 131.
Long Statement,WeText.Service,WeTextService,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Service\WeTextService.cs,Configuration,The length of the statement  "            builder.Register(x => new RabbitMqEventPublisher(configuration.EventQueue.ConnectionUri' configuration.EventQueue.ExchangeName)) " is 128.
Empty Catch Block,WeText.Service,WeTextService,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Service\WeTextService.cs,DiscoverServices,The method has an empty catch block.
