Testability smell,Namespace,Class,File,Cause
Excessive Dependency,WeText.Domain,Invitation,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Domain\Invitation.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: WeText.Common.AggregateRoot<TKey>' WeText.Common.ISaga' WeText.Common.Events.InlineEventHandlerAttribute' WeText.Domain.Events.InvitationApprovedEvent' WeText.Domain.Events.InvitationCompletedEvent' WeText.Domain.Events.InvitationCreatedEvent' WeText.Domain.Events.InvitationRejectedEvent' WeText.Domain.Events.InvitationSentEvent' WeText.Domain.InvitationSentTransitionEvent' WeText.Domain.InvitationApprovedTransitionEvent' WeText.Domain.InvitationRejectedTransitionEvent
Excessive Dependency,WeText.Domain,User,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Domain\User.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: WeText.Common.AggregateRoot<TKey>' WeText.Common.Events.InlineEventHandlerAttribute' WeText.Domain.Events.FriendAddedEvent' WeText.Domain.Events.InvitationApprovedEvent' WeText.Domain.Events.InvitationRejectedEvent' WeText.Domain.Events.InvitationSentEvent' WeText.Domain.Events.UserDisplayNameChangedEvent' WeText.Domain.Events.UserCreatedEvent' WeText.Domain.Events.UserEmailChangedEvent' WeText.Domain.Invitation
