Testability smell,Namespace,Class,File,Cause
Excessive Dependency,WeText.Services.Accounts,AccountServiceRegister,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\Services\WeText.Services.Accounts\AccountServiceRegister.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfiguration' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Repositories.IDomainRepository' WeText.Services.Accounts.AccountsCommandHandler' WeText.Services.Accounts.AccountService' WeText.Services.Accounts.AccountsEventHandler' WeText.Querying.MySqlClient.MySqlTableDataGateway' WeText.Services.Common.MicroserviceRegister<TService>' WeText.Services.Common.ServiceRegistrationException
Excessive Dependency,WeText.Services.Accounts,AccountController,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\Services\WeText.Services.Accounts\AccountController.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: WeText.Common.NamedMetadata' WeText.Common.Config.WeTextConfiguration' WeText.Common.Messaging.ICommandSender' WeText.Common.Querying.ITableDataGateway' WeText.Domain.Commands.CreateUserCommand' WeText.Domain.Commands.UpdateUserCommand' WeText.Services.Accounts.AccountService' WeText.Services.Accounts.AccountTableObject' WeText.Services.Common.MicroserviceApiController<TService>
