Testability smell,Namespace,Class,File,Cause
Excessive Dependency,WeText.Services.Texting,TextingController,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\Services\WeText.Services.Texting\TextingController.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: WeText.Common.NamedMetadata' WeText.Common.Config.WeTextConfiguration' WeText.Common.Messaging.ICommandSender' WeText.Common.Querying.ITableDataGateway' WeText.Domain.Commands.ChangeTextCommand' WeText.Domain.Commands.CreateTextCommand' WeText.Services.Texting.TextTableObject' WeText.Services.Texting.TextingService' WeText.Services.Common.MicroserviceApiController<TService>
Excessive Dependency,WeText.Services.Texting,TextingServiceRegister,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\Services\WeText.Services.Texting\TextingServiceRegister.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfiguration' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Repositories.IDomainRepository' WeText.Services.Texting.TextingCommandHandler' WeText.Services.Texting.TextingEventHandler' WeText.Services.Texting.TextingService' WeText.Querying.MySqlClient.MySqlTableDataGateway' WeText.Services.Common.MicroserviceRegister<TService>' WeText.Services.Common.ServiceRegistrationException
