Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Feature Concentration,WeText.Domain,WeText.Domain.Commands,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AcceptInvitationCommand]' [AddFriendCommand]' [ChangeTextCommand]' [CreateTextCommand]' [CreateUserCommand]' [RejectInvitationCommand]' [SendInvitationCommand]' [UpdateUserCommand]. LCC (Lack of Component Cohesion) = 1,WeText.Domain.Commands.AddFriendCommand' WeText.Domain.Commands.ChangeTextCommand' WeText.Domain.Commands.CreateTextCommand' WeText.Domain.Commands.CreateUserCommand' WeText.Domain.Commands.RejectInvitationCommand' WeText.Domain.Commands.SendInvitationCommand' WeText.Domain.Commands.UpdateUserCommand,WeText.Domain.Commands.AcceptInvitationCommand' WeText.Domain.Commands.AddFriendCommand' WeText.Domain.Commands.ChangeTextCommand' WeText.Domain.Commands.CreateTextCommand' WeText.Domain.Commands.CreateUserCommand' WeText.Domain.Commands.RejectInvitationCommand' WeText.Domain.Commands.SendInvitationCommand' WeText.Domain.Commands.UpdateUserCommand
Feature Concentration,WeText.Domain,WeText.Domain.Events,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FriendAddedEvent]' [InvitationApprovedEvent]' [InvitationCompletedEvent]' [InvitationCreatedEvent]' [InvitationRejectedEvent]' [InvitationSentEvent]' [TextChangedEvent]' [TextCreatedEvent]' [UserDisplayNameChangedEvent]' [UserCreatedEvent]' [UserEmailChangedEvent]. LCC (Lack of Component Cohesion) = 1,WeText.Domain.Events.InvitationApprovedEvent' WeText.Domain.Events.InvitationCompletedEvent' WeText.Domain.Events.InvitationCreatedEvent' WeText.Domain.Events.InvitationRejectedEvent' WeText.Domain.Events.InvitationSentEvent' WeText.Domain.Events.TextChangedEvent' WeText.Domain.Events.TextCreatedEvent' WeText.Domain.Events.UserDisplayNameChangedEvent' WeText.Domain.Events.UserCreatedEvent' WeText.Domain.Events.UserEmailChangedEvent,WeText.Domain.Events.FriendAddedEvent' WeText.Domain.Events.InvitationApprovedEvent' WeText.Domain.Events.InvitationCompletedEvent' WeText.Domain.Events.InvitationCreatedEvent' WeText.Domain.Events.InvitationRejectedEvent' WeText.Domain.Events.InvitationSentEvent' WeText.Domain.Events.TextChangedEvent' WeText.Domain.Events.TextCreatedEvent' WeText.Domain.Events.UserDisplayNameChangedEvent' WeText.Domain.Events.UserCreatedEvent' WeText.Domain.Events.UserEmailChangedEvent
Feature Concentration,WeText.Domain,WeText.Domain,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Invitation' InvitationSentTransitionEvent' InvitationApprovedTransitionEvent' InvitationRejectedTransitionEvent' User]' [Text]. LCC (Lack of Component Cohesion) = 0'33,WeText.Domain.Text,WeText.Domain.Invitation' WeText.Domain.InvitationSentTransitionEvent' WeText.Domain.InvitationApprovedTransitionEvent' WeText.Domain.InvitationRejectedTransitionEvent' WeText.Domain.Text' WeText.Domain.User
