Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Feature Concentration,WeText.Web,WeText.Web,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BundleConfig' MvcApplication' FilterConfig' RouteConfig]' [EmailService]' [SmsService]' [Startup]. LCC (Lack of Component Cohesion) = 0'57,WeText.Web.EmailService' WeText.Web.SmsService' WeText.Web.Startup,WeText.Web.BundleConfig' WeText.Web.FilterConfig' WeText.Web.EmailService' WeText.Web.SmsService' WeText.Web.RouteConfig' WeText.Web.Startup' WeText.Web.MvcApplication
Feature Concentration,WeText.Web,WeText.Web.Controllers,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AccountController' ChallengeResult]' [HomeController]' [ManageController' ManageMessageId]' [MyFriendController]' [MyTextController]. LCC (Lack of Component Cohesion) = 0'71,WeText.Web.Controllers.ManageController' WeText.Web.Controllers.ManageMessageId' WeText.Web.Controllers.HomeController' WeText.Web.Controllers.MyFriendController' WeText.Web.Controllers.MyTextController,WeText.Web.Controllers.AccountController' WeText.Web.Controllers.ChallengeResult' WeText.Web.Controllers.HomeController' WeText.Web.Controllers.ManageController' WeText.Web.Controllers.ManageMessageId' WeText.Web.Controllers.MyFriendController' WeText.Web.Controllers.MyTextController
Feature Concentration,WeText.Web,WeText.Web.Models,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExternalLoginConfirmationViewModel]' [ExternalLoginListViewModel]' [SendCodeViewModel]' [VerifyCodeViewModel]' [ForgotViewModel]' [LoginViewModel]' [RegisterViewModel]' [ResetPasswordViewModel]' [ForgotPasswordViewModel]' [ApplicationPasswordHasher' ApplicationUserManager' ConfigReader' IWebApiUserStore' WebApiUserStore' ApplicationSignInManager' ApplicationUser' ServiceProxy]' [CreateTextViewModel]' [EditTextViewModel]' [IndexViewModel]' [MyFriendViewModel' InvitationViewModel]' [TextViewModel]. LCC (Lack of Component Cohesion) = 0'65,WeText.Web.Models.MyFriendViewModel' WeText.Web.Models.InvitationViewModel' WeText.Web.Models.ExternalLoginConfirmationViewModel' WeText.Web.Models.ExternalLoginListViewModel' WeText.Web.Models.SendCodeViewModel' WeText.Web.Models.VerifyCodeViewModel' WeText.Web.Models.ForgotViewModel' WeText.Web.Models.LoginViewModel' WeText.Web.Models.RegisterViewModel' WeText.Web.Models.ResetPasswordViewModel' WeText.Web.Models.ForgotPasswordViewModel' WeText.Web.Models.CreateTextViewModel' WeText.Web.Models.EditTextViewModel' WeText.Web.Models.IndexViewModel' WeText.Web.Models.TextViewModel,WeText.Web.Models.ExternalLoginConfirmationViewModel' WeText.Web.Models.ExternalLoginListViewModel' WeText.Web.Models.SendCodeViewModel' WeText.Web.Models.VerifyCodeViewModel' WeText.Web.Models.ForgotViewModel' WeText.Web.Models.LoginViewModel' WeText.Web.Models.RegisterViewModel' WeText.Web.Models.ResetPasswordViewModel' WeText.Web.Models.ForgotPasswordViewModel' WeText.Web.Models.ApplicationPasswordHasher' WeText.Web.Models.ApplicationSignInManager' WeText.Web.Models.ApplicationUser' WeText.Web.Models.ApplicationUserManager' WeText.Web.Models.ConfigReader' WeText.Web.Models.CreateTextViewModel' WeText.Web.Models.EditTextViewModel' WeText.Web.Models.IWebApiUserStore' WeText.Web.Models.IndexViewModel' WeText.Web.Models.MyFriendViewModel' WeText.Web.Models.InvitationViewModel' WeText.Web.Models.ServiceProxy' WeText.Web.Models.TextViewModel' WeText.Web.Models.WebApiUserStore
