Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,WeText.Common,WeText.Common,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: WeText.Common' WeText.Common.Events,WeText.Common.AggregateRoot<TKey>' WeText.Common.Events.IDomainEventHandler,WeText.Common.AggregateRoot<TKey>' WeText.Common.Events.IDomainEventHandler
Unstable Dependency,WeText.Common,WeText.Common.Commands,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): WeText.Common,WeText.Common.Commands.IHandler,WeText.Common.Commands.IHandler
Unstable Dependency,WeText.Common,WeText.Common.Events,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): WeText.Common,WeText.Common.Events.IHandler,WeText.Common.Events.IHandler
Feature Concentration,WeText.Common,WeText.Common,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AggregateRoot<TKey>' IAggregateRoot' IPurgeable' ISaga' IEntity]' [DisposableObject]' [NamedMetadata]' [IHandler]' [Utils]' [WeTextException]. LCC (Lack of Component Cohesion) = 0'6,WeText.Common.DisposableObject' WeText.Common.NamedMetadata' WeText.Common.IHandler' WeText.Common.Utils' WeText.Common.WeTextException,WeText.Common.AggregateRoot<TKey>' WeText.Common.DisposableObject' WeText.Common.IAggregateRoot' WeText.Common.IPurgeable' WeText.Common.NamedMetadata' WeText.Common.ISaga' WeText.Common.IEntity' WeText.Common.IHandler' WeText.Common.Utils' WeText.Common.WeTextException
Feature Concentration,WeText.Common,WeText.Common.Config,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [WeTextConfiguration' ServiceElementCollection' ServiceElement' ApplicationSettingElement' MessageQueueConfigurationElement' MongoEventStoreElement' SettingElement' SettingElementCollection]' [MessageQueueResourceType]' [WeTextConfigurationException]. LCC (Lack of Component Cohesion) = 0'3,WeText.Common.Config.MessageQueueResourceType' WeText.Common.Config.WeTextConfigurationException,WeText.Common.Config.WeTextConfiguration' WeText.Common.Config.SettingElement' WeText.Common.Config.SettingElementCollection' WeText.Common.Config.ServiceElementCollection' WeText.Common.Config.ServiceElement' WeText.Common.Config.ApplicationSettingElement' WeText.Common.Config.MessageQueueConfigurationElement' WeText.Common.Config.MongoEventStoreElement' WeText.Common.Config.MessageQueueResourceType' WeText.Common.Config.WeTextConfigurationException
Feature Concentration,WeText.Common,WeText.Common.Messaging,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CommandConsumer' ICommandConsumer' IMessageConsumer' IMessageSubscriber' MessageReceivedEventArgs' EventConsumer' IEventConsumer]' [IMessagePublisher' ICommandSender' IEventPublisher]. LCC (Lack of Component Cohesion) = 0'2,WeText.Common.Messaging.IMessagePublisher' WeText.Common.Messaging.ICommandSender' WeText.Common.Messaging.IEventPublisher,WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Messaging.IMessageConsumer' WeText.Common.Messaging.IMessageSubscriber' WeText.Common.Messaging.MessageReceivedEventArgs' WeText.Common.Messaging.IMessagePublisher' WeText.Common.Messaging.ICommandSender' WeText.Common.Messaging.IEventPublisher
Dense Structure,<All projects included>,<All namespaces included>,The tool detected the smell because all the analyzed components exhibit excessive and dense dependencies among themselves. Average degree = 6'31  All the dependencies among components: from: WeText.Common' to: WeText.Common.Events' from: WeText.Common.Commands' to: WeText.Common' from: WeText.Common.Config' to: WeText.Common' from: WeText.Common.Events' to: WeText.Common' from: WeText.Common.Messaging' to: WeText.Common' from: WeText.Common.Messaging' to: WeText.Common.Commands' from: WeText.Common.Messaging' to: WeText.Common.Events' from: WeText.Common.Querying' to: WeText.Common.Specifications' from: WeText.Common.Querying' to: WeText.Common' from: WeText.Common.Services' to: WeText.Common' from: WeText.Common.Repositories' to: WeText.Common' from: WeText.Common.Repositories' to: WeText.Common.Messaging' from: WeText.Domain.Commands' to: WeText.Common.Commands' from: WeText.Domain.Events' to: WeText.Common.Events' from: WeText.Domain' to: WeText.Common' from: WeText.Domain' to: WeText.Common.Events' from: WeText.Domain' to: WeText.Domain.Events' from: WeText.DomainRepositories' to: WeText.Common.Messaging' from: WeText.DomainRepositories' to: WeText.Common.Repositories' from: WeText.DomainRepositories' to: WeText.Common' from: WeText.Tests' to: WeText.Common.Messaging' from: WeText.Services.Accounts' to: WeText.Common.Commands' from: WeText.Services.Accounts' to: WeText.Common.Repositories' from: WeText.Services.Accounts' to: WeText.Domain.Commands' from: WeText.Services.Accounts' to: WeText.Domain' from: WeText.Services.Accounts' to: WeText.Common.Messaging' from: WeText.Services.Accounts' to: WeText.Services.Common' from: WeText.Services.Accounts' to: WeText.Common.Config' from: WeText.Services.Accounts' to: WeText.Common.Events' from: WeText.Services.Accounts' to: WeText.Common.Querying' from: WeText.Services.Accounts' to: WeText.Querying.MySqlClient' from: WeText.Services.Accounts' to: WeText.Domain.Events' from: WeText.Services.Accounts' to: WeText.Common' from: WeText.Messaging.RabbitMq' to: WeText.Common' from: WeText.Messaging.RabbitMq' to: WeText.Common.Messaging' from: WeText.Service' to: WeText.Common.Config' from: WeText.Service' to: WeText.Common.Messaging' from: WeText.Service' to: WeText.Common.Services' from: WeText.Service' to: WeText.Common.Repositories' from: WeText.Service' to: WeText.DomainRepositories' from: WeText.Service' to: WeText.Messaging.RabbitMq' from: WeText.Service' to: WeText.Services.Common' from: WeText.Services.Texting' to: WeText.Common' from: WeText.Services.Texting' to: WeText.Common.Config' from: WeText.Services.Texting' to: WeText.Common.Messaging' from: WeText.Services.Texting' to: WeText.Common.Querying' from: WeText.Services.Texting' to: WeText.Domain.Commands' from: WeText.Services.Texting' to: WeText.Services.Common' from: WeText.Services.Texting' to: WeText.Common.Commands' from: WeText.Services.Texting' to: WeText.Common.Repositories' from: WeText.Services.Texting' to: WeText.Domain' from: WeText.Services.Texting' to: WeText.Common.Events' from: WeText.Services.Texting' to: WeText.Domain.Events' from: WeText.Services.Texting' to: WeText.Querying.MySqlClient' from: WeText.Querying.MySqlClient' to: WeText.Common.Querying' from: WeText.Web' to: WeText.Web.Models' from: WeText.Web.Controllers' to: WeText.Web.Models' from: WeText.Web.Models' to: WeText.Common' from: WeText.Services.Social' to: WeText.Common' from: WeText.Services.Social' to: WeText.Common.Config' from: WeText.Services.Social' to: WeText.Common.Messaging' from: WeText.Services.Social' to: WeText.Common.Querying' from: WeText.Services.Social' to: WeText.Domain.Commands' from: WeText.Services.Social' to: WeText.Services.Social.Querying' from: WeText.Services.Social' to: WeText.Services.Common' from: WeText.Services.Social' to: WeText.Common.Commands' from: WeText.Services.Social' to: WeText.Common.Repositories' from: WeText.Services.Social' to: WeText.Domain' from: WeText.Services.Social' to: WeText.Common.Events' from: WeText.Services.Social' to: WeText.Common.Specifications' from: WeText.Services.Social' to: WeText.Domain.Events' from: WeText.Services.Social' to: WeText.Querying.MySqlClient' from: WeText.Services.Social.Querying' to: WeText.Common.Querying' from: WeText.Services.Common' to: WeText.Common.Messaging' from: WeText.Services.Common' to: WeText.Common.Services' from: WeText.Services.Common' to: WeText.Common' from: WeText.Services.Common' to: WeText.Common.Config' from: WeText.Services.Common' to: WeText.Common.Querying' from: WeText.Services.Common' to: WeText.Common.Commands' from: WeText.Services.Common' to: WeText.Common.Events' from: WeText.Services.Common' to: WeText.Common.Repositories' from: WeText.Querying.PostgreSQL' to: WeText.Common.Querying.,WeText.Services.Texting.TextingController' WeText.Services.Texting.TextingController' WeText.Services.Texting.TextingController' WeText.Services.Texting.TextingController' WeText.Services.Texting.TextingController' WeText.Services.Texting.TextingController' WeText.Services.Texting.TextingCommandHandler' WeText.Services.Texting.TextingCommandHandler' WeText.Services.Texting.TextingCommandHandler' WeText.Services.Texting.TextingEventHandler' WeText.Services.Texting.TextingEventHandler' WeText.Services.Texting.TextingServiceRegister' WeText.Services.Social.SocialController' WeText.Services.Social.SocialController' WeText.Services.Social.SocialController' WeText.Services.Social.SocialController' WeText.Services.Social.SocialController' WeText.Services.Social.SocialController' WeText.Services.Social.SocialController' WeText.Services.Social.SocialCommandHandler' WeText.Services.Social.SocialCommandHandler' WeText.Services.Social.SocialCommandHandler' WeText.Services.Social.SocialEventHandler' WeText.Services.Social.SocialEventHandler' WeText.Services.Social.SocialEventHandler' WeText.Services.Social.SocialServiceRegister,WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository' WeText.Common.AggregateRoot<TKey>' WeText.Common.IAggregateRoot' WeText.Common.ISaga' WeText.Common.Commands.ICommandHandler' WeText.Common.Config.WeTextConfigurationException' WeText.Common.Events.IDomainEventHandler' WeText.Common.Messaging.CommandConsumer' WeText.Common.Messaging.EventConsumer' WeText.Common.Messaging.ICommandConsumer' WeText.Common.Messaging.IEventConsumer' WeText.Common.Querying.ITableDataGateway' WeText.Common.Querying.TableDataGateway' WeText.Common.Querying.WhereClauseBuilder<TTableObject>' WeText.Common.Services.Service' WeText.Common.Repositories.DomainRepository' WeText.Common.Repositories.IDomainRepository
