Design smell,Namespace,Class,File,Cause
Unnecessary Abstraction,WeText.Querying.PostgreSQL,PgWhereClauseBuilder<TTableObject>,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Querying.PostgreSQL\PgWhereClauseBuilder.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: ParameterChar
Rebellious Hierarchy,WeText.Querying.PostgreSQL,PgTableDataGateway,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Querying.PostgreSQL\PgTableDataGateway.cs,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: CreateCommand' CreateDatabaseConnection' CreateParameter' CreateWhereClauseBuilder
