Testability smell,Namespace,Class,File,Cause
Excessive Dependency,WeText.Web.Controllers,AccountController,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Web\Controllers\AccountController.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: WeText.Web.Controllers.ChallengeResult' WeText.Web.Models.ExternalLoginConfirmationViewModel' WeText.Web.Models.SendCodeViewModel' WeText.Web.Models.VerifyCodeViewModel' WeText.Web.Models.LoginViewModel' WeText.Web.Models.RegisterViewModel' WeText.Web.Models.ResetPasswordViewModel' WeText.Web.Models.ForgotPasswordViewModel' WeText.Web.Models.ApplicationSignInManager' WeText.Web.Models.ApplicationUser' WeText.Web.Models.ApplicationUserManager
Global State,WeText.Web.Models,ConfigReader,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\we-text-master\we-text-master\src\WeText.Web\Models\ConfigReader.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
