project,versionId,versionIndex,versionDate,ChangedAndCleanPercentage,ChangedAndSmellyPercentage,ChangedCount,NumOfSmells,NumOfSmells_cyclicDep_CONTAINER,NumOfSmells_hubLikeDep_CONTAINER,NumOfSmells_hubLikeDep_UNIT,NumOfSmells_unstableDep_CONTAINER,NumOfSmells_wideHierarchy_UNIT,NumberOfComponents,NumberOfContainers,NumberOfUnits,RigidityMetric,SpaghettiDesign,TechnicalDebtComponentHours,TechnicalDebtComponentIndex,TechnicalDebtConcentrationName,TechnicalDebtDispersion,TechnicalDebtHours,TechnicalDebtHoursFull,TechnicalDebtIndexFull,TechnicalDebtIndexPerKLOC,TechnicalDebtIndexWeighted,TechnicalDebtRating,TechnicalDebtScore,TechnicalDebtSources_cyclicDep,TechnicalDebtSources_hubLikeDep,TechnicalDebtSources_unstableDep,TechnicalDebtSources_wideHierarchy,TechnicalDebtSpread,TotalLinesOfCode,UnchangedAndCleanPercentage,UnchangedAndSmellyPercentage,UnchangedCount,vertexId,vertexLabel
ftgo-application/,558dfc53b11d30a5f1d995c0c6d58d5106c28189,0,2022-09-03T07:27:37,0,0,0,20,10,2,4,1,3,399,76,323,51,25,267.54,1470,net.chrisrichardson.ftgo.orderservice.service.OrderCommandHandlers,97,158.704,277.368,1524,872,872,F,0.0,364.1855212388639,448.6817084911943,35.56808474689437,33.69463704615044,12,6549,89,11,399,2,instantNode
