Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Feature Concentration,Shopping.Web,Shopping.Web.Pages,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CartModel]' [CheckoutModel]' [ConfirmationModel]' [ContactModel]' [OrderListModel]' [ProductDetailModel]' [ProductListModel]. LCC (Lack of Component Cohesion) = 1,Shopping.Web.Pages.CheckoutModel' Shopping.Web.Pages.ConfirmationModel' Shopping.Web.Pages.ContactModel' Shopping.Web.Pages.OrderListModel' Shopping.Web.Pages.ProductDetailModel' Shopping.Web.Pages.ProductListModel,Shopping.Web.Pages.CartModel' Shopping.Web.Pages.CheckoutModel' Shopping.Web.Pages.ConfirmationModel' Shopping.Web.Pages.ContactModel' Shopping.Web.Pages.OrderListModel' Shopping.Web.Pages.ProductDetailModel' Shopping.Web.Pages.ProductListModel
