Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Gigya.ServiceContract,Gigya.ServiceContract.Exceptions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Gigya.ServiceContract.Exceptions' Gigya.Common.Contracts.Exceptions,Gigya.ServiceContract.Exceptions.InvalidParameterValueException' Gigya.Common.Contracts.Exceptions.SerializableException,Gigya.ServiceContract.Exceptions.InvalidParameterValueException' Gigya.Common.Contracts.Exceptions.SerializableException
Cyclic Dependency,Gigya.ServiceContract,Gigya.ServiceContract.Exceptions,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Gigya.ServiceContract.Exceptions' Gigya.Common.Contracts.Exceptions' Gigya.Common.Contracts,Gigya.ServiceContract.Exceptions.InvalidParameterValueException' Gigya.Common.Contracts.Exceptions.SerializableException' Gigya.Common.Contracts.JsonHelper,Gigya.ServiceContract.Exceptions.InvalidParameterValueException' Gigya.Common.Contracts.Exceptions.SerializableException' Gigya.Common.Contracts.JsonHelper
Unstable Dependency,Gigya.ServiceContract,Gigya.Common.Contracts.Exceptions,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Gigya.ServiceContract.Exceptions' Gigya.Common.Contracts,Gigya.Common.Contracts.Exceptions.Breadcrumb' Gigya.Common.Contracts.Exceptions.JsonHelper,Gigya.Common.Contracts.Exceptions.Breadcrumb' Gigya.Common.Contracts.Exceptions.JsonHelper
Feature Concentration,Gigya.ServiceContract,Gigya.Common.Contracts.HttpService,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HttpServiceAttribute]' [PublicEndpointAttribute]' [ServiceSchema' InterfaceSchema' MethodSchema' TypeSchema' ParameterSchema' FieldSchema' AttributeSchema' SimpleTypeSchema]. LCC (Lack of Component Cohesion) = 0'3,Gigya.Common.Contracts.HttpService.HttpServiceAttribute' Gigya.Common.Contracts.HttpService.PublicEndpointAttribute,Gigya.Common.Contracts.HttpService.HttpServiceAttribute' Gigya.Common.Contracts.HttpService.PublicEndpointAttribute' Gigya.Common.Contracts.HttpService.ServiceSchema' Gigya.Common.Contracts.HttpService.InterfaceSchema' Gigya.Common.Contracts.HttpService.MethodSchema' Gigya.Common.Contracts.HttpService.SimpleTypeSchema' Gigya.Common.Contracts.HttpService.TypeSchema' Gigya.Common.Contracts.HttpService.ParameterSchema' Gigya.Common.Contracts.HttpService.FieldSchema' Gigya.Common.Contracts.HttpService.AttributeSchema
