Testability smell,Namespace,Class,File,Cause
Excessive Dependency,Gigya.Common.Contracts.Attributes,CachedAttribute,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\microdot-develop\microdot-develop\Gigya.ServiceContract\Attributes\CachedAttribute.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Gigya.Common.Contracts.Attributes.IMethodCachingSettings' Gigya.Common.Contracts.Attributes.ResponseKinds' Gigya.Common.Contracts.Attributes.RefreshMode' Gigya.Common.Contracts.Attributes.RequestGroupingBehavior' Gigya.Common.Contracts.Attributes.RefreshBehavior' Gigya.Common.Contracts.Attributes.RevokedResponseBehavior' Gigya.Common.Contracts.Attributes.ExpirationBehavior' Gigya.Common.Contracts.Attributes.CacheResponsesWhenSupressedBehavior' Gigya.Common.Contracts.Attributes.NotIgnoredResponseBehavior
Excessive Dependency,Gigya.Common.Contracts.Attributes,IMethodCachingSettings,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\microdot-develop\microdot-develop\Gigya.ServiceContract\Attributes\CachedAttribute.cs,The tool detected the smell in this class because the class depends on too many dependencies. The dependencies are: Gigya.Common.Contracts.Attributes.ResponseKinds' Gigya.Common.Contracts.Attributes.RefreshMode' Gigya.Common.Contracts.Attributes.RequestGroupingBehavior' Gigya.Common.Contracts.Attributes.RefreshBehavior' Gigya.Common.Contracts.Attributes.RevokedResponseBehavior' Gigya.Common.Contracts.Attributes.ExpirationBehavior' Gigya.Common.Contracts.Attributes.CacheResponsesWhenSupressedBehavior' Gigya.Common.Contracts.Attributes.NotIgnoredResponseBehavior
Global State,Gigya.Common.Contracts,JsonHelper,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\microdot-develop\microdot-develop\Gigya.ServiceContract\JsonHelper.cs,The tool detected the smell in this class because the class can be accessed as a `global` state.
