Implementation smell,Namespace,Class,File,Method,Description
Long Method,Podcast.Infrastructure.Data.Migrations,InitialCreate,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\20211123085635_InitialCreate.cs,Up,The method has 203 lines of code.
Long Method,Podcast.Infrastructure.Data.Migrations,InitialCreate,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\20211123085635_InitialCreate.cs,BuildTargetModel,The method has 552 lines of code.
Long Method,Podcast.Infrastructure.Data.Migrations,feedapproval,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\20220324201931_feed-approval.cs,BuildTargetModel,The method has 578 lines of code.
Long Method,Podcast.Infrastructure.Data.Migrations,PodcastDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\PodcastDbContextModelSnapshot.cs,BuildModel,The method has 578 lines of code.
Long Statement,Podcast.Infrastructure.Data.Migrations,InitialCreate,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\20211123085635_InitialCreate.cs,Up,The length of the statement  "                    { new Guid("2a57fb68-8755-4d9a-a6ee-86bf106d7874")' false' "http://www.pwop.com/feed.aspx?show=dotnetrocks&filetype=master" }'" is 126.
Long Statement,Podcast.Infrastructure.Data.Migrations,InitialCreate,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\20211123085635_InitialCreate.cs,Up,The length of the statement  "                    { new Guid("e2a825f2-1a5e-4b54-94dd-1544511349ab")' false' "https://feeds.soundcloud.com/users/soundcloud:users:941029057/sounds.rss" }'" is 136.
Magic Number,Podcast.Infrastructure.Data.Migrations,InitialCreate,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\20211123085635_InitialCreate.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder                 .HasAnnotation("ProductVersion"' "6.0.0")                 .HasAnnotation("Relational:MaxIdentifierLength"' 128);
Magic Number,Podcast.Infrastructure.Data.Migrations,feedapproval,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\20220324201931_feed-approval.cs,BuildTargetModel,The following statement contains a magic number: modelBuilder                 .HasAnnotation("ProductVersion"' "6.0.1")                 .HasAnnotation("Relational:MaxIdentifierLength"' 128);
Magic Number,Podcast.Infrastructure.Data.Migrations,PodcastDbContextModelSnapshot,C:\Users\victo\Downloads\PROYECTOS_ACTUALIZADOS\dotnet-podcasts-main\dotnet-podcasts-main\src\Services\Podcasts\Podcast.Infrastructure\Data\Migrations\PodcastDbContextModelSnapshot.cs,BuildModel,The following statement contains a magic number: modelBuilder                 .HasAnnotation("ProductVersion"' "6.0.1")                 .HasAnnotation("Relational:MaxIdentifierLength"' 128);
