Namespace,Type,Method,LOC,CC,PC
ListenTogether.Application.Grains,RoomGrain,RoomGrain,4,1,2
ListenTogether.Application.Grains,RoomGrain,JoinRoom,6,1,2
ListenTogether.Application.Grains,RoomGrain,LeaveRoom,13,2,1
ListenTogether.Application.Grains,RoomGrain,SetRoom,4,1,1
ListenTogether.Application.Grains,RoomGrain,UpdatePlayerState,5,1,2
